ID,Line
622,"Your smiles be ever smiles of love,"
623,  Your tears be tears of joy!
624,Oh! if you wish that happiness
625,"Your coming days and years may bless,"
626,  And virtues crown your brow;
627,"Be still as you were wont to be,"
628,"Spotless as you've been known to me,--"
629,  Be still as you are now.
630,"And though some trifling share of praise,"
631,"To cheer my last declining days,"
632,  To me were doubly dear;
633,"Whilst blessing your beloved name,"
634,"I'd _waive_ at once a _Poet's_ fame,"
635,  To _prove_ a _Prophet_ here.
636,"I would I were a careless child,"
637,"  Still dwelling in my Highland cave,"
638,"Or roaming through the dusky wild,"
639,  Or bounding o'er the dark blue wave;
640,"The cumbrous pomp of Saxon pride,"
641,"  Accords not with the freeborn soul,"
642,"Which loves the mountain's craggy side,"
643,  And seeks the rocks where billows roll.
644,"Fortune! take back these cultur'd lands,"
645,  Take back this name of splendid sound!
646,"I hate the touch of servile hands,"
647,  I hate the slaves that cringe around:
648,"Place me among the rocks I love,"
649,  Which sound to Ocean's wildest roar;
650,I ask but this--again to rove
651,  Through scenes my youth hath known before.
652,"Few are my years, and yet I feel"
653,  The World was ne'er design'd for me:
654,Ah! why do dark'ning shades conceal
655,  The hour when man must cease to be?
656,"Once I beheld a splendid dream,"
657,  A visionary scene of bliss:
658,Truth!--wherefore did thy hated beam
659,  Awake me to a world like this?
660,I lov'd--but those I lov'd are gone;
661,  Had friends--my early friends are fled:
662,"How cheerless feels the heart alone,"
663,  When all its former hopes are dead!
664,"Though gay companions, o'er the bowl"
665,  Dispel awhile the sense of ill;
666,"Though Pleasure stirs the maddening soul,"
667,  The heart--the heart--is lonely still.
668,How dull! to hear the voice of those
669,"  Whom Rank or Chance, whom Wealth or Power,"
670,"Have made, though neither friends nor foes,"
671,  Associates of the festive hour.
672,"Give me again a faithful few,"
673,"  In years and feelings still the same,"
674,"And I will fly the midnight crew,"
675,  Where boist'rous Joy is but a name.
676,"And Woman, lovely Woman! thou,"
677,"  My hope, my comforter, my all!"
678,"How cold must be my bosom now,"
679,  When e'en thy smiles begin to pall!
680,"Without a sigh would I resign,"
681,"  This busy scene of splendid Woe,"
682,"To make that calm contentment mine,"
683,"  Which Virtue knows, or seems to know."
684,Fain would I fly the haunts of men -
685,"  I seek to shun, not hate mankind;"
686,"My breast requires the sullen glen,"
687,  Whose gloom may suit a darken'd mind.
688,"Oh! that to me the wings were given,"
689,  Which bear the turtle to her nest!
690,"Then would I cleave the vault of Heaven,"
691,"  To flee away, and be at rest."
692,Father of Light! great God of Heaven!
693,  Hear'st thou the accents of despair?
694,Can guilt like man's be e'er forgiven?
695,  Can vice atone for crimes by prayer?
696,"Father of Light, on thee I call!"
697,  Thou see'st my soul is dark within;
698,"Thou, who canst mark the sparrow's fall,"
699,  Avert from me the death of sin.
700,"No shrine I seek, to sects unknown;"
701,"  Oh, point to me the path of truth!"
702,Thy dread Omnipotence I own;
703,"  Spare, yet amend, the faults of youth."
704,"Let bigots rear a gloomy fane,"
705,"  Let Superstition hail the pile,"
706,"Let priests, to spread their sable reign,"
707,  With tales of mystic rites beguile.
708,Shall man confine his Maker's sway
709,  To Gothic domes of mouldering stone?
710,Thy temple is the face of day;
711,"  Earth, Ocean, Heaven thy boundless throne."
712,"Shall man condemn his race to Hell,"
713,  Unless they bend in pompous form?
714,"Tell us that all, for one who fell,"
715,  Must perish in the mingling storm?
716,"Shall each pretend to reach the skies,"
717,"  Yet doom his brother to expire,"
718,"Whose soul a different hope supplies,"
719,  Or doctrines less severe inspire?
720,"Shall these, by creeds they can't expound,"
721,  Prepare a fancied bliss or woe?
722,"Shall reptiles, groveling on the ground,"
723,  Their great Creator's purpose know?
724,"Shall those, who live for self alone,"
725,  Whose years float on in daily crime--
726,"Shall they, by Faith, for guilt atone,"
727,  And live beyond the bounds of Time?
728,"Father! no prophet's laws I seek,--"
729,  _Thy_ laws in Nature's works appear;--
730,"I own myself corrupt and weak,"
731,"  Yet will I _pray_, for thou wilt hear!"
732,"Thou, who canst guide the wandering star,"
733,  Through trackless realms of aether's space;
734,"Who calm'st the elemental war,"
735,  Whose hand from pole to pole I trace:
736,"Thou, who in wisdom plac'd me here,"
737,"  Who, when thou wilt, canst take me hence,"
738,"Ah! whilst I tread this earthly sphere,"
739,  Extend to me thy wide defence.
740,"To Thee, my God, to thee I call!"
741,"  Whatever weal or woe betide,"
742,"By thy command I rise or fall,"
743,  In thy protection I confide.
744,"If, when this dust to dust's restor'd,"
745,"  My soul shall float on airy wing,"
746,How shall thy glorious Name ador'd
747,  Inspire her feeble voice to sing!
748,"But, if this fleeting spirit share"
749,"  With clay the Grave's eternal bed,"
750,"While Life yet throbs I raise my prayer,"
751,  Though doom'd no more to quit the dead.
752,"To Thee I breathe my humble strain,"
753,"  Grateful for all thy mercies past,"
754,"And hope, my God, to thee again"
755,  This erring life may fly at last.
756,"Anne's Eye is liken'd to the _Sun_,"
757,  From it such Beams of Beauty fall;
758,"And _this_ can be denied by none,"
759,"  For like the _Sun_, it shines on _All_."
760,"Then do not admiration smother,"
761,  Or say these glances don't become her;
762,"To _you_, or _I_, or _any other_"
763,"  Her _Sun_, displays perpetual Summer."
764,"Thou Power! who hast ruled me through Infancy's days,"
765,"  Young offspring of Fancy, 'tis time we should part;"
766,"Then rise on the gale this the last of my lays,"
767,  The coldest effusion which springs from my heart.
768,"This bosom, responsive to rapture no more,"
769,"  Shall hush thy wild notes, nor implore thee to sing;"
770,"The feelings of childhood, which taught thee to soar,"
771,  Are wafted far distant on Apathy's wing.
772,"Though simple the themes of my rude flowing Lyre,"
773,  Yet even these themes are departed for ever;
774,"No more beam the eyes which my dream could inspire,"
775,"  My visions are flown, to return,--alas, never!"
776,"When drain'd is the nectar which gladdens the bowl,"
777,  How vain is the effort delight to prolong!
778,"When cold is the beauty which dwelt in my soul,"
779,  What magic of Fancy can lengthen my song?
780,"Can the lips sing of Love in the desert alone,"
781,  Of kisses and smiles which they now must resign?
782,Or dwell with delight on the hours that are flown?
783,"  Ah, no! for those hours can no longer be mine."
784,Can they speak of the friends that I lived but to love?
785,"  Ah, surely Affection ennobles the strain!"
786,"But how can my numbers in sympathy move,"
787,  When I scarcely can hope to behold them again?
788,"Can I sing of the deeds which my Fathers have done,"
789,  And raise my loud harp to the fame of my Sires?
790,"For glories like theirs, oh, how faint is my tone!"
791,  For Heroes' exploits how unequal my fires!
792,"Untouch'd, then, my Lyre shall reply to the blast--"
793,  'Tis hush'd; and my feeble endeavours are o'er;
794,"And those who have heard it will pardon the past,"
795,  When they know that its murmurs shall vibrate no more.
796,"And soon shall its wild erring notes be forgot,"
797,  Since early affection and love is o'ercast:
798,"Oh! blest had my Fate been, and happy my lot,"
799,"  Had the first strain of love been the dearest, the last."
800,"Farewell, my young Muse! since we now can ne'er meet;"
801,"  If our songs have been languid, they surely are few:"
802,Let us hope that the present at least will be sweet--
803,  The present--which seals our eternal Adieu.
804,"Young Oak! when I planted thee deep in the ground,"
805,  I hoped that thy days would be longer than mine;
806,"That thy dark-waving branches would flourish around,"
807,  And ivy thy trunk with its mantle entwine.
808,"Such, such was my hope, when in Infancy's years,"
809,  On the land of my Fathers I rear'd thee with pride;
810,"They are past, and I water thy stem with my tears,--"
811,"  Thy decay, not the _weeds_ that surround thee can hide."
812,"I left thee, my Oak, and, since that fatal hour,"
813,  A stranger has dwelt in the hall of my Sire;
814,"Till Manhood shall crown me, not mine is the power,"
815,"  But his, whose neglect may have bade thee expire."
816,Oh! hardy thou wert--even now little care
817,"  Might revive thy young head, and thy wounds gently"
818,    heal:
819,But thou wert not fated affection to share--
820,  For who could suppose that a Stranger would feel?
821,"Ah, droop not, my Oak! lift thy head for a while;"
822,"  Ere twice round yon Glory this planet shall run,"
823,"The hand of thy Master will teach thee to smile,"
824,  When Infancy's years of probation are done.
825,"Oh, live then, my Oak! tow'r aloft from the weeds,"
826,"  That clog thy young growth, and assist thy decay,"
827,"For still in thy bosom are Life's early seeds,"
828,  And still may thy branches their beauty display.
829,"Oh! yet, if Maturity's years may be thine,"
830,"  Though _I_ shall lie low in the cavern of Death,"
831,"On thy leaves yet the day-beam of ages may shine,"
832,"  Uninjured by Time, or the rude Winter's breath."
833,For centuries still may thy boughs lightly wave
834,  O'er the corse of thy Lord in thy canopy laid;
835,"While the branches thus gratefully shelter his grave,"
836,  The Chief who survives may recline in thy shade.
837,"And as he, with his boys, shall revisit this spot,"
838,  He will tell them in whispers more softly to tread.
839,"Oh! surely, by these I shall ne'er be forgot;"
840,  Remembrance still hallows the dust of the dead.
841,"And here, will they say, when in Life's glowing prime,"
842,"  Perhaps he has pour'd forth his young simple lay,"
843,"And here must he sleep, till the moments of Time"
844,  Are lost in the hours of Eternity's day.
845,Few years have pass'd since thou and I
846,"  Were firmest friends, at least in name,"
847,And Childhood's gay sincerity
848,  Preserved our feelings long the same.
849,"But now, like me, too well thou know'st"
850,  What trifles oft the heart recall;
851,And those who once have loved the most
852,  Too soon forget they lov'd at all.
853,"And such the change the heart displays,"
854,"  So frail is early friendship's reign,"
855,"A month's brief lapse, perhaps a day's,"
856,  Will view thy mind estrang'd again.
857,"If so, it never shall be mine"
858,  To mourn the loss of such a heart;
859,"The fault was Nature's fault, not thine,"
860,  Which made thee fickle as thou art.
